frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3
11018,5,1861,10,5953,8
15880,10,8667,8,11933,4
4809,1,131,0,17558,5
12437,8,4496,2,6161,4
18684,0,13425,1,8595,6
1318,0,13581,4,3073,11
17754,10,11473,6,11882,6
16144,3,14141,7,16986,2
7342,9,7328,5,12781,11
6758,6,13318,10,13553,11
18382,0,16737,1,9645,2
11345,5,2399,6,19433,2
8279,9,7523,2,3345,3
9449,6,9129,9,14148,10
17563,3,2253,4,3878,11
11948,0,14692,6,1855,2
18410,4,19528,0,9005,5
9320,3,3611,6,2067,1
6127,3,5293,0,18427,1
16698,8,17327,5,17403,10
12810,0,19194,2,11929,5
13817,4,11450,4,11994,2
19044,2,10170,2,11672,3
1662,5,6273,10,15709,5
8943,9,3166,7,9301,4
7191,6,8487,1,13665,0
14338,3,15630,8,13497,7
3352,11,19582,0,16063,2
15867,8,14549,10,8359,0
8673,1,3188,4,13502,6
8443,8,11649,11,7841,5
7109,1,17640,4,11251,9
19219,10,19968,4,4928,8
15824,0,310,1,3577,6
19825,0,2070,9,19483,7
1967,8,5356,1,19598,11
18183,9,10178,9,2881,8
965,11,17976,5,12069,6
46,0,18366,11,11549,5
6779,9,151,6,13480,11
12165,5,10276,10,5616,2
13251,6,1415,3,7085,6
3665,7,7166,1,1115,11
3861,10,7696,11,2862,8
9184,7,17772,0,576,8
13328,10,6232,10,898,6
2217,2,3206,1,5768,4
5707,11,17381,1,16017,9
18473,7,3534,8,9034,2
17984,11,2714,9,18668,6
7739,9,4650,1,15691,1
17011,4,15787,4,16157,4
2885,5,235,10,7144,7
16138,10,5084,0,4494,0
8773,8,19311,3,10694,11
18845,8,13359,3,11167,9
12201,11,3994,2,12082,1
15264,4,13531,0,6862,8
17495,6,2831,11,6215,3
1292,1,411,5,626,4
11687,3,328,8,594,9
12278,7,12778,5,12603,6
11758,3,11429,4,6700,3
14639,9,8451,8,17241,1
1766,1,19195,8,9200,8
1658,4,3595,4,19381,10
47,1,7200,11,11459,2
8603,3,13060,2,16461,1
18617,9,10646,6,11713,2
13700,5,2479,10,17653,10
15841,6,18173,8,9770,8
9206,3,304,4,14186,1
9063,7,18002,11,11028,7
18798,4,11378,11,10584,4
14395,8,15079,5,17081,5
1888,9,8480,3,3204,2
10145,2,2503,2,12433,7
12525,9,6912,1,3124,10
9782,1,19665,3,10891,10
18666,10,11691,4,9355,1
18535,8,12787,5,4937,10
1242,4,5620,3,9936,11
17063,4,18138,10,16493,4
9478,8,8938,2,11741,2
1452,10,11334,8,3534,1
7436,6,9017,10,19035,4
3170,5,14817,5,16668,4
19067,4,1085,0,9074,6
7240,9,15765,0,17015,7
3976,0,1433,9,15293,9
10822,10,4928,8,11693,3
10411,2,13717,11,5685,8
19671,11,7228,7,8859,10
14789,1,8766,10,14229,0
7902,2,9264,8,14069,7
15320,3,15550,7,11383,5
1680,5,8287,6,8325,10
1108,0,14618,3,2322,1
6513,4,4230,1,13839,2
10524,2,11735,7,10326,7
15190,10,5311,1,9263,9
4923,2,17356,10,1875,7
1206,8,19935,11,4004,1
12865,10,3584,10,10519,10
5951,0,3847,10,13075,10
11508,10,11353,11,7592,7
8516,9,18060,4,14620,8
5280,3,13525,1,3273,5
11481,0,18163,1,3208,10
18780,9,13448,8,4003,1
19823,5,15068,6,13034,11
13081,4,15625,8,3755,11
15285,2,9232,9,10550,4
14157,8,7487,8,14917,10
19512,4,10431,8,2799,4
14164,8,4821,2,3451,4
18056,7,17596,8,628,8
8185,8,4706,3,5265,11
18294,10,15204,11,1207,1
1825,3,6996,9,4132,4
3561,7,10560,11,12101,10
6203,11,6719,1,3632,2
10498,11,15234,7,9606,5
9965,10,3001,0,17466,3
19793,6,8924,3,4684,0
13931,5,14667,9,16813,8
961,8,1295,0,16477,5
13872,4,7783,7,3673,4
15307,9,1465,4,4465,3
14088,8,13467,8,19469,4
4822,6,17990,6,14105,10
10117,7,2763,4,19288,7
6559,11,11753,6,12106,1
3933,5,6140,1,9248,9
8208,5,2809,10,2137,5
12476,6,8574,10,5743,9
1737,4,18275,10,15181,3
9868,4,8117,6,18247,8
17418,5,8438,10,5844,5
11642,11,13721,9,4556,7
17033,0,18556,0,12541,10
18532,11,7628,1,2552,1
2305,10,19142,6,13873,4
2185,2,15184,8,10402,6
5859,9,12343,5,7769,10
7716,4,7014,3,15590,8
14696,7,18125,0,16889,0
5372,11,3092,2,16807,3
15296,6,15919,6,9474,8
12102,11,7335,10,242,8
12112,6,7454,10,1333,0
6721,0,5794,6,14939,0
2016,10,10480,5,3415,9
19590,7,18688,11,17626,4
2453,0,2197,7,7229,4
15011,10,14471,0,19395,8
5253,10,6166,7,5044,9
17690,7,15483,0,17412,7
11434,6,7557,8,10938,4
3218,0,19408,2,4615,4
9475,9,5683,4,18450,7
15223,3,14539,2,12899,4
9760,4,8578,0,1132,4
10038,3,9329,1,14260,9
12711,6,6705,7,3735,3
9200,9,9371,1,11333,8
1707,0,13543,10,664,4
16251,4,13842,7,14011,9
1502,6,11463,1,12742,7
18862,8,14503,3,4429,2
8063,4,9481,3,3411,2
11473,11,1772,3,16518,9
17562,7,11809,8,5020,10
17350,3,8421,11,11365,4
17236,9,2710,6,4519,10
3151,0,649,1,16778,5
16936,5,13537,3,6652,5
9649,8,5096,8,18789,3
14979,1,11525,9,4055,5
10425,3,4364,4,6824,11
14866,2,17087,3,8204,10
16088,1,17774,4,6568,9
10980,8,14946,4,1891,6
6524,1,9426,8,6474,6
10598,1,8087,7,8388,2
9289,3,13732,1,6463,3
11700,8,15068,0,7448,3
2204,11,5567,2,17892,2
12310,1,17678,1,14107,10
10577,1,5825,10,2819,8
390,8,14032,1,1440,3
11263,4,323,3,4468,4
9001,4,1118,9,2601,0
15157,4,10451,1,4811,1
3925,6,11597,11,14221,1
15675,2,545,7,4409,1
17516,0,7740,8,13716,8
5781,5,6897,11,7873,9
16192,0,18771,2,5348,5
18054,4,8916,6,2774,9
9543,6,5172,1,19236,0
10120,1,1641,3,6650,0
3100,5,117,7,2387,4
11736,5,10947,7,7045,5
7229,5,1438,7,4549,7
5817,4,8146,6,381,9
10321,11,5483,1,6789,6
8798,0,5889,5,3420,2
6664,5,7786,1,11387,6
4570,6,18271,4,6291,8
5752,11,9915,0,18967,9
15850,5,11549,7,1756,2
10109,11,19710,7,16036,6
9944,9,14247,0,18085,2
6428,6,6018,0,14124,6
8758,3,14537,0,4344,3
1327,11,5801,2,5572,2
15566,9,5950,5,9344,3
6642,7,3237,5,17446,5
2884,11,9708,9,3257,2
17030,10,3447,7,7010,7
11487,7,16631,0,14614,5
1015,7,14923,1,2830,10
9662,5,17941,0,2441,5
9008,1,10824,2,11183,6
7368,9,7721,5,8720,0
4656,1,5919,0,31,2
12105,6,9919,1,4133,2
3075,0,19462,5,4033,10
10015,10,1786,6,14012,11
17118,0,17962,3,4107,7
51,9,5219,1,6357,11
5848,2,13248,2,19296,4
5453,6,11419,5,5696,2
885,0,3045,0,13348,8
16095,10,16181,7,5963,0
14733,9,18430,11,11938,5
17964,8,13933,11,1479,4
17130,5,7976,5,1175,5
289,8,18447,0,1529,2
18947,7,540,5,12388,7
2222,7,12119,6,8389,6
12444,7,15041,7,4916,0
13086,4,12105,5,11589,4
19066,7,19172,1,18023,9
5342,11,971,11,15963,11
648,8,15879,6,3261,9
10386,2,6037,2,10029,5
248,9,14594,6,870,3
15694,6,16634,7,16575,3
4566,7,16919,11,2070,8
3242,10,13784,8,17375,8
15567,0,19472,4,14884,11
1716,11,13010,8,14890,7
1684,3,15660,8,1606,2
11079,2,160,7,16747,2
15550,8,19925,4,9499,5
352,8,3891,0,7226,8
14005,11,11120,6,2846,11
13097,5,18700,6,2749,0
9733,2,13957,10,11928,10
10067,5,9712,3,19266,1
8545,5,10847,5,3318,2
1286,9,6084,0,224,8
1390,7,4683,4,15599,0
3704,6,19164,8,17227,9
10144,10,11442,10,3305,2
5219,7,5612,2,12450,10
7464,5,15874,8,783,3
17768,5,3526,3,15035,7
8125,9,15598,0,11517,3
15709,0,16064,11,9863,10
5602,5,1128,9,87,7
19494,0,18043,10,14336,4
13261,2,4334,3,18293,9
10330,7,18002,3,6996,10
10977,7,14980,0,18461,9
15839,1,9787,0,9916,2
18737,3,843,5,4685,8
940,5,6076,10,18277,3
17433,6,10868,11,452,6
12864,9,6950,11,19374,9
2860,11,2708,11,2522,6
3189,11,15821,3,16149,2
35,7,10218,6,8601,10
18900,2,7491,1,7337,9
16961,4,3960,1,16394,1
1369,6,19487,10,14656,5
5641,6,9547,4,12634,6
4719,3,8519,0,5175,6
6332,5,9520,0,11316,0
15325,5,8633,6,7041,10
4674,6,18670,1,10923,8
18477,8,3048,8,6307,2
14851,4,1745,6,18068,2
4138,7,3603,8,2930,11
11022,2,12116,1,12389,6
7149,8,7808,9,19516,4
14825,2,4035,6,12465,3
11017,2,18854,9,18603,1
16495,4,16876,2,6434,10
13263,8,18381,8,3919,10
7122,6,10267,9,10594,1
5587,2,8633,6,19905,9
9173,6,5576,7,7623,5
10495,2,13037,5,4139,1
2668,0,2318,0,18603,9
17165,0,751,5,16032,6
10215,8,1573,9,13836,3
4654,11,17504,7,10556,0
1202,11,3496,8,3890,9
7366,8,11674,6,306,1
15616,0,16983,11,18308,1
14279,4,6353,10,6744,2
18014,9,11340,9,5888,0
1892,1,1378,4,13473,3
2320,6,15141,5,15326,2
18871,11,2245,2,14578,5
3908,8,14662,2,11230,9
3559,6,15012,8,18057,0
8584,10,3618,8,10686,6
920,11,6776,3,6990,8
15933,3,18858,1,6025,11
2219,5,11015,5,2613,8
5396,5,11230,1,19703,11
4222,10,11679,6,11413,3
16990,4,1823,1,13087,3
4822,5,6150,9,5885,4
13454,4,10981,4,9690,2
105,9,7268,10,10500,0
1367,4,14172,10,19553,9
10479,7,9226,2,14136,8
3936,10,1987,6,5777,1
9703,2,17320,10,13703,3
13191,2,12109,8,11096,1
14477,0,16950,6,14599,6
696,1,13205,9,2820,6
7851,5,17285,7,4797,9
15740,2,9578,4,8466,3
8103,7,731,9,2006,9
15946,7,1124,1,13516,2
16568,5,12223,8,12831,1
18705,10,293,4,14375,7
9966,6,10011,9,15545,1
42,1,12909,9,18521,9
19341,7,1765,10,615,5
10084,2,14047,10,7612,7
782,8,12756,0,19163,3
15548,2,4031,0,12822,11
2081,2,1514,11,12655,8
5433,10,9085,4,9635,8
11267,1,5777,10,16493,6
18473,10,14222,10,15776,6
2504,5,1132,3,3479,4
12720,7,9789,7,19053,9
6870,9,5897,6,6300,5
17785,8,2631,2,17437,8
2195,5,10914,1,18532,2
17435,10,12514,5,5814,1
6651,2,14965,4,12924,8
19294,4,4513,7,4507,3
648,3,11337,3,4627,11
3241,1,3728,7,4876,5
3611,5,7630,3,14778,5
10202,3,4927,6,18792,4
14855,9,7137,6,12539,5
19709,6,14864,3,14660,2
6219,5,17248,2,12316,6
18624,10,13190,1,13599,4
13260,3,3270,11,6726,0
17074,1,18237,8,8317,6
2465,9,13601,10,12595,8
14363,10,3034,11,17688,2
11468,10,10192,7,3375,0
897,9,18347,11,7375,11
14725,5,16273,9,9934,2
17633,4,13187,6,2583,11
7406,5,18820,9,5774,9
14195,11,7598,1,1819,0
15900,5,15316,7,14186,11
13560,2,11498,3,8051,4
11580,2,14035,11,16315,8
12585,8,8820,4,14999,1
8578,3,6278,2,3675,1
4139,3,11860,8,10853,3
6543,5,18816,4,204,4
9486,11,968,1,10299,5
15717,11,94,4,14138,8
11539,3,5212,5,17551,10
16910,2,3462,10,14930,2
14287,8,6957,5,12304,4
18686,3,17512,2,5657,11
6901,7,16303,4,11305,8
17904,1,15343,11,7913,11
19304,8,7218,7,17138,4
5681,10,13062,9,16330,6
6221,8,7618,5,5248,9
15652,4,9316,7,4724,1
9302,0,3863,6,7878,8
2045,5,13112,2,18087,7
4147,7,15344,6,1711,3
8507,1,897,9,4011,0
4375,5,5249,1,14295,7
19523,0,10144,9,2958,2
11427,5,2192,0,2073,5
1429,10,7131,3,17295,3
19910,11,10345,6,9078,5
6488,11,1279,5,4496,2
17313,7,9971,5,482,4
11857,6,10539,3,3591,4
12622,10,6702,11,18422,4
270,2,16468,9,18560,10
9180,8,10344,2,6714,7
12452,7,6702,2,4100,7
656,1,12185,0,17691,10
3798,9,56,3,7420,7
5396,9,6317,8,12945,1
10922,0,3254,11,17313,8
14998,4,8300,4,14569,5
5138,10,712,9,9569,4
11358,9,12887,11,7689,3
18057,11,4140,11,8368,6
15969,6,7220,6,15797,5
12389,9,18638,0,10706,1
7114,7,4255,5,4267,0
16781,8,5289,4,1100,11
4224,3,7615,11,14242,11
16265,0,14492,3,15898,4
17935,11,3184,1,13414,2
16363,9,10032,1,9179,1
650,2,3717,0,1189,4
5196,4,12935,7,17090,7
7944,0,13421,8,6372,9
5104,7,17068,3,18147,1
11087,0,3083,9,11241,10
19882,8,7164,2,16123,4
6957,6,7260,7,8702,1
18332,0,13425,4,18626,9
4413,2,3113,3,7329,1
272,8,10226,9,3051,8
4536,8,593,8,5410,11
7313,3,8897,3,1802,3
1476,6,631,1,4834,11
16512,8,15950,6,13565,2
695,1,10183,8,16917,2
1925,5,5244,6,3511,6
19693,3,5645,10,16565,3
9880,4,14977,2,11525,4
597,8,11121,0,18667,7
14961,0,18664,1,7784,0
4099,10,5704,6,5152,9
9677,2,12710,4,4468,5
7418,6,15577,0,18639,3
5537,1,5238,0,7796,7
3987,6,19903,6,19807,0
8300,7,6160,10,12270,4
8260,9,12007,6,11949,6
3856,8,5898,7,1153,4
12078,9,1879,8,11997,6
3830,5,11168,2,117,9
4989,3,5785,6,12811,5
10652,8,9004,8,10485,2
1592,1,10884,2,9124,2
15151,5,7905,6,6809,3
4749,1,17096,8,488,0
18655,1,4025,7,11721,10
17315,10,6203,5,17240,11
2976,10,7492,0,11050,5
2905,0,14538,9,7419,2
11061,7,2544,0,3250,9
1325,7,3170,9,5901,0
8372,3,18484,9,18116,2
4777,4,15294,10,10171,6
533,5,19470,6,4617,9
7420,8,16749,1,14678,6
15322,8,13090,6,10112,9
16821,6,9931,4,14711,0
3741,0,12387,6,14605,2
10982,10,19357,7,15064,7
2204,0,6617,3,13054,11
3144,11,8866,1,13505,11
18973,4,7033,0,4041,0
17690,7,18372,11,9417,7
9801,8,7746,5,5028,3
15613,10,19796,2,18352,4
10651,11,11298,1,4250,9
6823,2,18679,8,4661,4
2688,6,4402,11,12317,6
11821,9,14269,11,15416,10
2439,1,18834,8,17874,8
16368,8,6833,3,15467,6
12344,1,5715,3,14469,3
6949,6,14290,9,15787,3
11798,11,15126,10,9048,2
13802,8,12861,9,986,4
10932,3,711,10,18742,2
16507,6,16642,9,19601,2
13663,9,7395,1,9931,3
8799,1,3060,9,16377,5
14865,10,8603,6,18817,7
9220,2,1362,2,4581,8
15499,2,16792,1,6256,2
5954,9,5792,0,10350,7
9683,2,5757,6,19819,6
14340,0,9906,11,14018,10
2840,8,2740,0,5840,0
17386,3,668,0,13657,4
7477,11,6743,9,4019,8
19485,11,17774,10,12851,11
3720,9,9226,5,10272,10
17163,9,8412,9,13446,3
11341,2,3643,11,18948,2
16551,1,3715,8,6573,7
9089,6,1407,0,8671,3
11308,0,14717,7,6229,6
13359,10,10580,6,19621,7
1186,3,19518,8,6511,11
17172,0,19422,4,3613,2
11090,5,8344,8,9577,10
4249,10,11663,5,9694,3
13302,9,14267,11,8184,1
12039,2,16971,0,7190,4
9531,1,18287,4,6729,9
12523,2,17526,7,19579,1
18395,9,14816,1,19411,7
1189,6,7242,11,14367,10
13706,3,19036,10,8999,10
14955,8,8191,9,8481,0
13604,3,11025,10,6624,2
16999,1,17399,0,5994,3
17822,1,18349,7,1807,4
320,3,1145,3,8231,11
17752,11,15075,1,9526,6
9972,7,15850,8,14406,5
15155,10,16507,9,1689,2
12050,9,9256,6,5147,3
19122,4,19981,11,535,4
4080,4,6426,3,16239,6
17587,5,10288,9,10212,3
2801,9,16191,2,14946,11
2154,10,5882,0,15441,11
873,6,8950,5,3058,10
8483,11,7651,8,4829,3
1871,0,11660,4,3194,0
9112,6,14062,3,13963,10
17203,4,17515,4,13876,7
16575,8,17929,2,17632,6
9030,3,14223,3,4057,10
14359,2,4586,0,11136,4
5854,7,16013,11,14824,10
7576,5,8609,10,8933,9
18157,1,535,7,19376,7
7599,9,12558,6,11895,1
16252,4,7805,2,4871,2
7468,6,11711,11,1595,8
13532,1,4953,4,11737,8
6443,2,13283,3,11575,1
9098,9,19369,8,19930,3
2971,11,18361,3,14555,1
15537,4,19692,4,9382,0
4951,9,3231,11,1609,0
14286,9,11348,4,4228,10
8558,2,3672,1,19408,8
5561,10,2038,9,11725,6
19128,9,2470,10,17096,8
985,6,2322,0,8374,9
4821,5,8705,2,5867,4
8873,1,3164,8,6183,6
16635,7,6271,7,5242,3
12528,2,9333,4,5661,2
2544,6,17755,2,15753,5
4253,6,7681,9,8432,7
3475,2,6553,8,9844,5
18262,6,12899,6,13191,10
8872,9,14283,9,4317,0
753,5,10433,9,8870,3
3805,5,17549,5,10533,9
11893,7,14041,2,13232,2
9715,1,19678,9,292,0
1589,7,13178,10,2570,8
12217,3,13728,10,9202,8
9128,3,8982,0,15673,5
16476,7,9474,9,10212,7
8153,9,16103,1,7965,9
9421,11,11382,3,14256,4
9602,6,7485,1,3204,6
5512,2,5405,0,11705,2
4297,8,13482,6,16943,7
19717,11,12382,6,2661,1
3258,10,16581,2,7006,0
15548,0,5882,5,586,4
16639,5,2558,10,7898,11
14521,8,5897,9,1138,6
11652,3,6121,2,2294,5
1139,11,8997,8,14038,8
2195,7,10970,0,18839,10
13531,1,3203,7,2009,2
5977,7,11087,10,5665,11
3570,2,16261,9,17875,9
8914,0,16855,8,3010,0
14157,3,7910,10,12259,11
17711,11,16954,10,10251,11
10629,1,18692,4,5628,6
18528,1,8863,0,13430,4
14447,11,1419,7,6761,3
18238,4,12869,2,13194,6
1496,0,6822,0,3972,8
10775,9,14398,0,9483,5
10471,10,14899,8,1891,10
11907,5,115,5,4901,6
1415,9,19409,5,17750,1
4279,0,7661,6,7490,5
19269,7,7179,11,16072,11
13297,4,19118,3,17164,8
14618,9,7930,2,13857,9
17254,8,2754,7,3077,5
6894,3,17922,1,6544,2
2750,1,3621,8,3540,5
3288,5,6460,8,14344,9
15428,3,12957,6,19098,10
3308,11,10721,1,15626,2
785,3,9345,3,3195,0
8704,7,19734,7,11843,0
1055,7,2730,10,5595,0
15725,1,17719,4,8343,9
1968,7,10059,0,2411,4
3146,5,8391,6,18956,5
10883,11,2233,3,16888,9
2485,9,8595,10,18553,10
3350,8,14657,8,8001,10
11006,2,330,5,14344,6
18950,11,17627,6,32,7
5383,8,15495,7,19764,11
367,6,18685,3,7696,3
19457,3,8048,2,18129,3
10772,0,12814,10,13914,5
7949,8,11004,8,10843,3
15863,5,5389,6,13317,0
11038,9,3942,8,7479,11
6841,2,10651,1,3563,6
1434,2,14811,9,8150,8
13695,8,6411,0,18375,2
10742,7,15732,6,6087,4
5731,2,19246,8,3542,10
16350,5,4271,11,13657,1
19468,0,10616,2,18478,5
11244,11,13224,3,1552,5
5263,3,7321,5,7835,11
7554,11,2475,10,15543,6
18005,3,11017,3,9168,9
9042,0,3141,6,11985,1
18578,3,14885,10,5026,1
5356,8,8511,6,11791,6
18039,0,13939,2,1981,9
3766,2,738,11,2001,5
19441,7,7898,7,13078,11
13932,7,11717,2,823,10
4931,7,13729,4,16780,1
13306,0,2945,1,18278,8
17450,7,5946,5,15820,1
4466,10,8863,6,6145,6
17818,4,15192,0,12645,1
12907,7,17101,4,17115,0
3444,6,16858,5,16502,5
8907,9,14342,1,19080,8
16612,5,5646,5,17437,8
14279,1,12920,8,11223,0
13088,9,13871,4,12086,11
5436,3,19548,8,16032,4
14335,7,12065,6,15035,7
4931,3,9749,8,9387,5
4298,11,17028,6,18631,3
9097,0,9071,5,7876,2
6706,10,3166,10,4235,2
105,11,3641,5,1230,2
14779,4,5728,10,614,1
3392,7,15226,5,9962,8
8035,6,397,0,13927,11
16387,4,12542,3,527,2
9581,7,10167,11,11848,10
9619,2,12848,3,11537,6
4654,2,14533,1,3941,8
3757,11,15481,8,7530,0
17931,4,1209,6,3807,8
7866,2,16972,10,8139,9
3586,9,3415,10,8820,3
523,4,12149,6,12266,8
4786,6,13153,6,3460,4
10494,9,5492,3,7240,1
16413,3,19290,9,1008,9
12102,6,13464,8,14571,3
8087,10,16405,2,13853,5
12195,5,16915,8,12435,11
1072,0,10420,1,16390,3
19398,11,6132,9,3194,11
7310,4,2636,1,14528,9
7467,7,14911,3,10723,10
19272,3,14995,11,7537,4
10930,4,12629,9,4740,10
18604,2,1006,3,6277,9
1735,1,5436,10,19838,10
13171,9,5220,10,2841,7
10005,3,2835,2,8191,4
8692,5,14355,8,14183,5
15106,1,204,0,2218,9
18224,9,5273,2,9093,1
540,8,4144,6,15517,7
12542,10,2538,7,1810,0
15894,2,12146,3,9807,6
18276,0,16527,10,19661,11
17451,8,7392,11,4319,4
17844,10,7284,3,8049,9
6479,10,15437,9,5050,10
9938,8,10816,9,4132,1
12821,3,7326,10,14307,7
8776,10,5518,6,18549,0
9646,7,5317,0,12478,3
1449,11,7048,6,19021,3
10395,7,19539,2,15661,11
7439,8,7606,8,13882,7
13883,11,441,7,14031,5
12863,11,11412,2,14679,5
11862,9,16012,1,8638,10
10551,2,19511,8,7775,8
2593,1,11385,4,6837,7
5676,2,18342,1,3861,8
7087,4,10599,4,8170,3
3310,9,13022,5,8060,1
17718,9,6563,11,15938,10
14759,11,9212,0,3233,11
6988,0,15842,7,8935,2
3732,3,11811,9,14319,4
11340,0,18557,8,10500,2
15236,10,10156,2,15979,11
82,3,19660,6,3328,4
19254,4,13932,6,19642,1
11463,1,957,8,19326,11
13894,0,1776,3,3806,0
17395,0,13614,7,8398,8
15386,1,18972,7,8539,2
8178,4,10935,7,10940,11
5090,5,15747,8,1820,0
5697,7,18731,7,5946,10
1749,8,12695,8,17643,3
10305,6,18567,3,18438,0
6903,11,18812,11,14386,9
5180,4,11378,7,15424,0
10985,10,16096,2,281,0
4968,7,11394,6,7136,4
2959,3,15484,7,2114,10
10725,1,15773,11,13942,1
16300,0,19060,4,10280,0
505,0,9927,6,13126,3
17541,3,963,0,8144,4
2784,3,3092,9,10958,5
19003,4,15773,1,4309,2
1667,1,5937,2,3074,1
17459,3,7270,11,15800,4
14180,10,12385,0,8731,4
14065,4,4803,1,16075,4
8760,3,5438,11,18288,3
6476,3,10770,11,14139,4
5942,10,19945,8,11133,4
1089,10,9563,1,2987,9
13395,6,15870,4,19145,7
12784,6,8989,1,953,11
13470,10,12972,9,17103,7
15968,10,8683,8,7038,11
14906,5,8498,6,7556,9
11030,3,2518,6,1741,6
8218,9,10141,5,16297,3
13185,9,2697,3,2674,7
4907,5,4683,10,19727,10
4355,2,15497,11,11716,5
5728,8,746,6,8246,7
16974,7,2496,4,8757,11
1301,4,17259,3,1403,2
829,0,13990,2,16657,11
1366,6,11164,10,10027,2
2346,5,12222,2,13160,3
2014,6,15376,11,7273,9
16597,10,4643,5,3691,8
9257,4,7773,0,3902,5
19058,4,3954,11,15719,2
18202,2,4337,4,18484,8
918,5,1186,9,16557,11
13070,4,1335,4,10522,8
9659,7,10984,6,15706,4
2553,7,1251,8,15717,11
1750,11,2862,5,10585,0
6065,7,839,1,391,7
7852,11,5971,1,13681,10
1339,7,17062,11,15275,6
1948,1,380,8,7909,7
5761,6,10952,7,3203,4
7700,5,14969,9,9092,0
7760,5,13161,8,809,9
992,3,11678,3,8277,4
9046,2,7646,6,15071,8
5006,0,16252,9,14548,9
2726,0,13297,3,4065,4
5960,3,19970,9,57,11
16543,9,13333,11,4662,2
7119,3,18794,1,8775,2
8879,4,5989,4,3520,10
14166,0,15057,0,6814,5
11089,7,4231,9,13758,1
1749,3,11027,7,5100,11
18175,2,2268,2,14192,3
1024,0,8550,3,16211,8
15088,11,14411,3,17674,5
4661,4,14809,2,8726,1
14818,9,5843,7,9649,4
3353,10,13095,4,9609,3
6556,7,19753,5,8102,4
8679,2,12972,8,2472,1
1174,0,5961,9,3540,7
6949,11,6934,4,15470,0
2414,8,18025,7,18270,5
18189,6,9251,4,12530,1
12007,6,235,9,7023,8
13224,5,16115,2,4084,9
7918,2,13582,1,15528,1
12487,3,19235,3,5521,11
1752,7,12612,11,16322,9
3613,4,3304,11,2210,0
11729,1,17717,4,10647,11
2801,9,15303,6,11360,7
10587,9,17821,8,6828,4
13305,9,5376,2,8093,4
10681,8,7681,11,13667,1
14271,5,18718,8,3315,8
17257,9,10969,8,17086,6
2262,6,15554,7,14803,11
15927,8,11526,2,842,10
13517,9,5772,5,955,0
13982,0,14431,7,9648,5
6937,9,8845,9,1276,0
9432,4,10275,5,11190,11
14943,11,1818,2,3834,0
10041,8,2911,8,5917,8
12161,4,14825,6,7176,3
11780,9,7079,9,12022,9
4947,0,12224,9,7610,8
2424,0,3609,3,4827,10
9425,0,6536,0,4322,8
18250,7,3116,3,3618,1
18497,2,8445,0,7707,5
1057,10,13388,8,4153,0
6426,7,19064,10,15616,3
6482,5,10563,10,15432,9
10182,2,17344,0,10581,11
3135,3,18294,5,11758,1
4952,9,7448,2,3320,9
10339,7,6148,6,2701,8
16207,10,11725,3,18957,4
17285,1,3339,4,8607,1
19506,8,1780,2,16123,1
11826,11,15001,3,7768,0
3618,2,3534,10,10641,0
15817,8,18953,8,16934,2
7644,5,8732,2,2711,0
154,4,3940,0,10012,4
9972,6,8670,11,15395,2
19315,10,13501,0,4443,5
404,9,18899,3,15203,1
14565,5,3363,1,18753,6
14539,6,18209,0,16855,4
2621,4,16472,2,9512,2
10484,3,12576,9,3476,8
3979,10,12946,9,14107,3
16391,6,6961,7,7928,7
16055,4,186,7,16639,0
4823,3,19242,2,4906,1
18199,1,3716,3,3557,10
11198,10,1166,4,7272,1
7423,1,15091,4,5727,7
4515,10,11996,1,3159,9
18027,2,5831,9,17280,0
3535,3,13835,11,10003,4
14558,10,519,1,10444,5
3695,9,11102,11,9244,5
2593,4,13640,10,502,10
726,7,2319,6,2483,2
15032,6,2249,1,13733,11
12452,7,11420,1,16223,5
13331,10,6639,4,10234,0
9774,1,2978,3,5931,6
1743,8,15090,2,19589,8
12575,9,18472,8,6951,6
9483,11,522,9,1771,2
295,11,6393,9,9719,4
15159,4,3451,0,19636,3
4759,7,16946,11,12158,0
4257,5,319,0,15469,4
12010,5,12889,2,6344,6
16300,11,17027,4,11571,4
19894,8,15288,4,1805,2
1286,9,11741,0,13727,10
5769,1,4457,8,16991,6
4837,2,10042,10,13019,3
16929,8,17477,6,18205,0
1667,1,11831,5,18581,11
9604,11,7941,11,19276,5
13937,0,8364,8,14805,6
7482,0,11089,2,16303,5
995,0,13155,9,15655,2
7659,4,1018,6,3773,11
974,5,1331,4,15143,10
14460,7,18001,1,18249,4
3411,6,7922,0,7079,3
1913,7,4383,5,17183,0
17188,8,3383,7,18757,10
5845,8,18986,4,17825,11
16006,4,6497,7,10577,7
5135,4,5013,0,9796,7
7596,11,3210,5,908,2
13689,5,7005,5,6783,8
19154,2,13080,5,12955,6
272,8,4464,5,17895,7
4145,8,11587,0,5070,11
8558,7,19603,11,16848,7
12042,1,15631,10,12819,8
16394,0,9684,6,9412,3
3147,4,3785,1,17217,9
4651,11,6465,9,1611,1
6499,1,14621,6,11329,3
5112,5,4441,10,12583,11
18032,0,1918,5,12530,6
15381,7,689,5,1100,9
7418,6,2683,5,7404,6
5961,11,12649,3,2311,9
16714,8,14945,5,14899,4
11874,6,3609,9,9457,7
5385,0,16422,8,19880,2
14054,5,8729,8,1447,1
10698,11,17568,9,4666,1
18488,8,630,5,3148,2
14327,0,4747,4,5509,0
